Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Ct
Existing Customer,45,M,4,Doctorate,Married,$80K - $120K,Blue,39,2,3,2,1438.3,1162,4598,86
Existing Customer,51,M,4,Doctorate,Married,$60K - $80K,Blue,36,2,1,2,3451,2006,4097,67
Existing Customer,41,M,3,High School,Divorced,$60K - $80K,Blue,33,2,2,2,20749,2171,4754,77
Existing Customer,49,F,0,Post-Graduate,Single,Less than $40K,Blue,43,1,3,1,2481,1568,4466,69
Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,53,1,3,3,2415,2050,4479,71
Existing Customer,35,F,3,Doctorate,Single,Less than $40K,Blue,27,2,2,3,1438.3,0,5020,94
Existing Customer,41,F,4,High School,Married,Less than $40K,Blue,29,2,2,2,2601,1861,5111,83
Existing Customer,49,M,5,High School,Single,$60K - $80K,Blue,36,1,2,2,5578,0,3459,53
Existing Customer,52,F,2,Graduate,Married,Less than $40K,Blue,40,2,3,2,3698,0,3763,82
Existing Customer,42,F,2,Graduate,Single,Less than $40K,Blue,32,2,2,2,1933,1127,4833,71
Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,32,2,3,1,27169,0,3906,87
Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36,2,2,1,5642,541,4633,84
Existing Customer,60,F,2,Graduate,Married,Less than $40K,Blue,36,1,2,2,3239,2356,4621,91
Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,37,1,1,1,1787,0,3912,79
Existing Customer,52,M,2,Graduate,Married,$60K - $80K,Blue,36,2,3,1,4752,2437,3946,63
Existing Customer,43,M,1,High School,Married,$60K - $80K,Blue,31,2,3,3,3764,1780,4898,80
Attrited Customer,40,F,3,High School,Single,Less than $40K,Blue,35,6,3,5,5492,1573,2416,45
Existing Customer,39,F,2,Doctorate,Divorced,Less than $40K,Blue,32,1,2,2,3554,747,5152,90
Existing Customer,41,M,4,High School,Single,Less than $40K,Blue,21,2,3,1,3429,1504,4015,76
Existing Customer,50,M,2,Graduate,Married,$60K - $80K,Blue,45,2,1,0,2021,1578,5298,71
Existing Customer,51,F,1,Graduate,Married,$40K - $60K,Blue,43,2,2,2,2107,1663,4841,88
Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,41,1,3,3,4607,0,4793,88
Existing Customer,47,F,4,Post-Graduate,Divorced,$40K - $60K,Blue,40,2,2,3,2725,1851,4904,85
Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,36,2,2,3,1874,994,4194,78
Attrited Customer,45,M,3,Uneducated,Single,$120K +,Blue,35,2,3,5,7135,2517,2305,42
Existing Customer,44,M,2,Uneducated,Divorced,$60K - $80K,Blue,38,2,1,2,16553,0,4797,82
Existing Customer,45,F,3,High School,Single,$40K - $60K,Blue,36,2,3,3,2853,2517,4971,65
Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,41,2,2,2,2382,1419,4563,89
Existing Customer,54,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,1,2830,1779,4854,74
Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,45,1,1,3,3705,2168,4452,89
Attrited Customer,49,F,3,Graduate,Single,Less than $40K,Blue,43,6,3,4,1675,0,2622,53
Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,36,2,3,3,1439,0,5047,79
Existing Customer,52,F,1,High School,Married,Less than $40K,Blue,44,1,1,1,2563,1765,4515,77
Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,33,1,3,0,1896,1738,4588,75
Existing Customer,55,F,0,Uneducated,Married,Less than $40K,Blue,44,1,1,3,2596,1929,4726,87
Attrited Customer,44,F,2,Graduate,Single,$40K - $60K,Blue,35,2,3,4,4196,561,2558,38
Existing Customer,43,F,3,Uneducated,Single,Less than $40K,Blue,25,2,3,3,1616,966,4774,74
Existing Customer,42,M,5,Uneducated,Single,$60K - $80K,Blue,36,1,1,2,6618,1738,5022,76
Attrited Customer,50,F,4,Uneducated,Single,Less than $40K,Blue,36,2,2,3,2477,0,2037,43
Existing Customer,38,F,3,High School,Single,$40K - $60K,Blue,25,1,1,2,3040,1908,5616,73
Existing Customer,44,F,2,Graduate,Divorced,Less than $40K,Silver,25,2,2,2,13138,0,3881,77
Existing Customer,46,M,2,Graduate,Single,$60K - $80K,Blue,34,1,3,2,6272,1434,4514,66
Existing Customer,30,F,0,Graduate,Married,Less than $40K,Blue,36,2,2,2,1621,1046,5247,84
Existing Customer,49,F,4,Uneducated,Married,Less than $40K,Blue,38,1,3,3,2305,1173,5106,74
Existing Customer,54,F,1,Uneducated,Single,$40K - $60K,Blue,43,1,3,2,9525,2517,4804,79
Existing Customer,51,M,4,Graduate,Single,$120K +,Blue,36,2,1,1,3168,2147,4674,71
Existing Customer,44,F,1,High School,Divorced,Less than $40K,Blue,32,1,1,2,2724,1288,4171,75
Existing Customer,55,F,4,Graduate,Married,$40K - $60K,Blue,41,1,1,3,1438.3,0,4885,88
Attrited Customer,55,F,1,High School,Married,$40K - $60K,Blue,46,2,4,3,4629,710,2877,49
Existing Customer,50,M,3,Graduate,Single,$120K +,Blue,33,1,2,2,34516,1134,4520,73
Attrited Customer,45,M,4,Doctorate,Married,$60K - $80K,Blue,37,1,2,2,13093,2517,2032,39
Existing Customer,44,M,4,Uneducated,Single,$60K - $80K,Blue,36,1,2,1,6426,0,4892,80
Existing Customer,47,F,5,Graduate,Single,Less than $40K,Blue,36,1,2,1,2761,1950,4510,88
Existing Customer,38,F,1,High School,Single,$40K - $60K,Blue,36,1,2,3,2148,1103,4711,64
Existing Customer,49,F,4,Graduate,Divorced,$40K - $60K,Blue,30,1,3,3,2485,1648,4208,71
Existing Customer,39,F,4,Graduate,Single,$40K - $60K,Blue,25,2,3,3,3394,2517,5421,75
Existing Customer,50,F,3,High School,Married,$40K - $60K,Blue,40,1,3,3,3367,1747,5657,91
Existing Customer,50,F,0,High School,Married,$40K - $60K,Blue,43,2,3,1,4154,1060,4325,86
Existing Customer,54,F,4,Graduate,Divorced,Less than $40K,Blue,43,1,2,1,2506,1784,4504,80
Existing Customer,45,F,4,Uneducated,Single,$40K - $60K,Blue,36,1,1,3,3918,2070,4700,69
Attrited Customer,41,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,2372,0,2499,41
Attrited Customer,45,F,2,Graduate,Single,Less than $40K,Blue,33,1,3,4,1492,0,2469,38
Existing Customer,44,F,1,Graduate,Single,Less than $40K,Blue,31,2,2,3,1550,716,4534,87
Existing Customer,58,F,3,Graduate,Single,Less than $40K,Blue,53,1,3,1,2669,2048,4863,79
Existing Customer,51,F,4,High School,Single,Less than $40K,Blue,33,2,4,3,3068,2071,5524,71
Existing Customer,37,F,2,Uneducated,Single,$40K - $60K,Blue,27,1,3,2,3050,2517,4698,75
Existing Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,23,1,2,3,2647,1245,4911,82
Existing Customer,48,F,3,High School,Divorced,Less than $40K,Blue,36,1,1,1,2185,1495,4906,83
Existing Customer,57,M,3,Graduate,Single,$80K - $120K,Blue,50,2,3,3,17096,1762,4231,62
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,38,1,1,1,2897,0,4891,87
Existing Customer,34,F,2,High School,Single,$40K - $60K,Blue,36,2,3,1,1677,0,4035,87
Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,45,1,3,3,1860,0,5109,62
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,30,2,3,3,2124,1573,4592,83
Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,37,1,1,3,3413,1715,3843,67
Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,24,2,3,3,2178,1408,5089,80
Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,28,2,1,1,7293,993,4828,82
Existing Customer,42,M,2,Graduate,Single,$40K - $60K,Blue,36,1,1,3,1438.3,686,3499,80
Existing Customer,57,F,3,High School,Single,Less than $40K,Blue,46,1,2,2,2298,1540,5154,81
Existing Customer,58,F,3,Doctorate,Married,Less than $40K,Blue,47,1,3,3,1517,920,5067,69
Attrited Customer,42,F,3,High School,Married,$40K - $60K,Blue,30,5,3,2,1456,0,2843,42
Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,34,2,3,2,2005,1263,4906,80
Existing Customer,35,F,3,High School,Married,Less than $40K,Blue,36,2,3,0,4790,1189,4544,81
Existing Customer,53,M,3,Graduate,Married,$120K +,Blue,46,1,2,2,13670,0,4812,81
Attrited Customer,52,M,2,Graduate,Single,$60K - $80K,Blue,45,2,3,3,3460,0,2355,47
Existing Customer,48,M,2,Uneducated,Married,$40K - $60K,Blue,42,1,3,3,3202,2517,4675,88
Attrited Customer,31,F,1,Uneducated,Married,Less than $40K,Blue,20,6,2,2,1438.3,0,2614,49
Existing Customer,50,M,2,Post-Graduate,Single,$60K - $80K,Blue,36,1,3,2,2296,1371,5483,77
Existing Customer,49,F,4,Graduate,Married,Less than $40K,Blue,36,1,3,1,6615,0,4575,75
Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,36,2,3,2,1912,0,4851,87
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,35,2,2,1,2548,2250,4747,77
Existing Customer,45,F,2,High School,Married,Less than $40K,Blue,36,1,2,2,1457,828,5401,93
Existing Customer,59,F,1,Graduate,Single,$40K - $60K,Blue,53,2,2,0,1980,1409,5350,96
Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,35,2,3,1,2216,1262,4763,83
Existing Customer,57,F,3,Graduate,Divorced,$40K - $60K,Blue,47,1,3,2,4262,2517,3943,75
Existing Customer,42,F,2,Uneducated,Married,Less than $40K,Blue,28,1,2,3,2573,1742,4649,88
Existing Customer,55,F,2,High School,Married,$40K - $60K,Blue,42,2,2,3,5431,2007,4569,82
Existing Customer,43,F,5,Uneducated,Married,Less than $40K,Blue,30,1,3,2,3092,909,4797,87
Existing Customer,37,F,2,Graduate,Married,Less than $40K,Blue,31,1,3,3,2984,0,4878,86
Existing Customer,34,M,1,Graduate,Single,Less than $40K,Blue,28,1,6,3,2669,1649,4314,74
Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,45,1,3,1,1789,1156,5110,75
Existing Customer,36,F,1,Doctorate,Single,Less than $40K,Blue,25,1,2,3,2835,2511,4811,77
Existing Customer,44,F,5,Graduate,Single,Less than $40K,Blue,28,2,2,2,1558,879,4805,86
Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,42,1,1,3,7299,0,4678,83
Attrited Customer,56,F,1,High School,Single,Less than $40K,Blue,48,1,5,2,3556,0,2220,45
Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,35,1,2,2,1438.3,834,4976,70
Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,25,2,3,1,2468,872,4426,76
Attrited Customer,34,M,2,High School,Married,$80K - $120K,Blue,25,6,2,0,1439,0,2932,44
Existing Customer,54,F,4,High School,Single,$40K - $60K,Blue,48,2,4,1,3089,1177,5237,75
Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,40,2,2,3,11773,0,5098,58
Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,23,2,1,1,1438.3,0,4494,82
Existing Customer,50,F,3,Uneducated,Married,Less than $40K,Blue,34,2,2,2,4060,2336,5173,87
Existing Customer,42,F,4,Uneducated,Single,Less than $40K,Blue,24,2,2,2,3428,2209,4751,87
Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Blue,33,2,2,1,12745,0,4380,80
Existing Customer,39,M,2,Doctorate,Single,$60K - $80K,Blue,36,2,2,1,1790,891,4498,96
Existing Customer,43,M,3,Doctorate,Single,$40K - $60K,Blue,35,2,6,3,4970,1588,4436,83
Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,32,1,3,3,5400,1426,4643,80
Existing Customer,54,F,3,Uneducated,Single,Less than $40K,Blue,49,2,2,2,1719,0,4869,65
Existing Customer,47,F,4,Uneducated,Single,$40K - $60K,Blue,36,1,1,0,1438.3,0,5216,78
Existing Customer,33,F,1,Graduate,Single,$40K - $60K,Blue,20,2,2,3,4883,0,4613,82
Existing Customer,38,M,3,High School,Single,$80K - $120K,Blue,29,2,1,3,3413,1801,3831,45
Existing Customer,61,M,0,Uneducated,Single,$40K - $60K,Blue,49,1,2,3,2228,1480,4431,71
Existing Customer,58,F,0,Graduate,Married,$40K - $60K,Blue,47,2,2,1,2194,1302,4962,81
Existing Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,1,2665,1936,4500,71
Existing Customer,42,M,4,Uneducated,Married,$40K - $60K,Blue,38,1,4,1,2444,0,4220,50
Existing Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,32,1,1,1,3335,2238,5321,78
Existing Customer,45,F,3,Post-Graduate,Married,Less than $40K,Blue,32,2,3,2,2726,2127,5578,89
Attrited Customer,51,F,1,High School,Married,Less than $40K,Blue,43,4,3,3,1665,1521,2878,45
Existing Customer,40,F,2,High School,Married,Less than $40K,Blue,28,1,3,3,2734,1661,4981,90
Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,39,2,2,3,1438.3,0,4928,84
Attrited Customer,49,F,4,Graduate,Married,Less than $40K,Blue,42,2,4,3,2575,2517,1874,40
Existing Customer,48,F,3,Graduate,Married,Less than $40K,Blue,40,2,3,1,5298,0,4834,80
Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,32,1,3,3,2540,1561,5039,82
Attrited Customer,63,M,1,Graduate,Single,$60K - $80K,Blue,52,6,4,3,14324,2507,2083,56
Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,2,3,3,1504,970,2801,51
Existing Customer,45,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2,2,1839,0,4930,91
Existing Customer,54,F,2,Doctorate,Married,Less than $40K,Blue,35,1,4,2,1685,0,4155,85
Existing Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,27,1,1,1,2840,2517,4405,82
Existing Customer,47,F,4,Graduate,Single,$40K - $60K,Blue,36,1,2,1,2977,1927,5217,88
Existing Customer,39,F,1,Uneducated,Single,Less than $40K,Blue,35,1,5,1,1961,0,4846,92
Existing Customer,53,F,2,High School,Married,Less than $40K,Blue,36,2,3,2,2156,1198,5092,95
Existing Customer,53,F,0,Uneducated,Married,$40K - $60K,Blue,40,1,3,3,2772,2414,5313,68
Existing Customer,29,F,1,Uneducated,Married,Less than $40K,Blue,21,2,1,3,2832,1819,4761,75
Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,35,2,5,3,1552,1375,5064,80
Attrited Customer,46,M,2,High School,Single,$40K - $60K,Blue,36,5,2,2,6362,0,1968,51
Existing Customer,40,M,3,Graduate,Divorced,Less than $40K,Silver,36,1,3,2,11409,1658,4677,58
Existing Customer,40,F,2,Uneducated,Single,Less than $40K,Blue,27,2,6,2,1965,0,4268,91
Existing Customer,42,F,2,Uneducated,Married,$40K - $60K,Blue,29,1,2,2,1622,0,4633,67
Existing Customer,38,F,4,Uneducated,Married,Less than $40K,Blue,27,1,3,1,1736,1319,5045,86
Existing Customer,49,M,4,High School,Married,$80K - $120K,Blue,36,2,3,3,24256,1076,4269,69
Attrited Customer,52,F,3,Uneducated,Single,$40K - $60K,Blue,36,2,3,3,1915,1445,2264,39
Existing Customer,44,F,1,Uneducated,Divorced,Less than $40K,Blue,37,1,2,3,5594,1235,5220,75
Attrited Customer,47,F,5,High School,Single,Less than $40K,Blue,36,2,3,2,1636,0,2235,35
Existing Customer,50,F,3,High School,Single,Less than $40K,Blue,42,1,3,2,1477,0,4680,80
Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,3,1905,0,3120,46
Existing Customer,39,M,2,Graduate,Single,$60K - $80K,Blue,19,1,2,1,6146,0,3645,76
Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,38,2,2,2,13426,0,4674,66
Attrited Customer,48,M,3,Graduate,Divorced,$40K - $60K,Blue,43,2,3,3,9104,145,2563,34
Existing Customer,47,M,2,Post-Graduate,Married,$80K - $120K,Blue,35,1,3,1,30300,1166,4146,64
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Blue,39,1,2,1,7088,1750,4691,76
Existing Customer,56,F,3,Graduate,Married,$40K - $60K,Blue,36,2,3,2,1872,661,4970,81
Existing Customer,36,M,2,Graduate,Single,$40K - $60K,Blue,36,2,2,1,6763,1660,4972,76
Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,21,1,2,1,2867,1365,4445,89
Attrited Customer,41,F,2,High School,Single,Less than $40K,Blue,36,4,3,3,2201,2104,2408,38
Existing Customer,39,F,3,High School,Married,$40K - $60K,Blue,21,1,2,1,5027,0,4850,70
Existing Customer,49,M,1,High School,Married,$60K - $80K,Blue,36,2,3,2,2465,1334,4806,83
Existing Customer,43,F,3,Graduate,Single,Less than $40K,Blue,36,1,3,3,7584,1834,4783,65
Attrited Customer,60,M,1,High School,Divorced,$80K - $120K,Blue,48,1,5,3,28930,0,2251,27
Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,33,1,3,2,4963,2115,4989,78
Attrited Customer,50,M,3,Post-Graduate,Married,$60K - $80K,Blue,45,6,4,3,2049,0,2703,54
Existing Customer,47,M,3,Uneducated,Divorced,$60K - $80K,Blue,41,2,3,3,1943,0,5108,81
Existing Customer,56,F,1,Post-Graduate,Married,$40K - $60K,Blue,38,1,2,1,3485,1465,4776,87
Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,38,3,5,1,23459,2305,7279,83
Existing Customer,42,M,3,High School,Married,$80K - $120K,Blue,36,2,3,3,18177,841,8512,94
Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,41,3,3,0,2894,2117,7471,87
Existing Customer,44,M,3,Post-Graduate,Married,$80K - $120K,Blue,32,3,4,2,34516,1807,7663,91
Existing Customer,44,M,3,High School,Married,$120K +,Silver,34,3,1,2,34516,2517,7427,83
Existing Customer,53,M,3,Graduate,Single,$120K +,Gold,43,3,1,3,34516,2435,7758,98
Existing Customer,41,M,3,Graduate,Single,$40K - $60K,Blue,37,3,3,2,7839,1544,7904,83
Existing Customer,49,M,1,High School,Married,$60K - $80K,Gold,36,2,2,3,6224,2201,7693,70
Existing Customer,50,M,3,High School,Single,$80K - $120K,Blue,39,3,3,2,21322,2216,8693,91
Existing Customer,51,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,2,3,3,1590,1273,7352,80
Existing Customer,52,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,1,2,1986,1411,7249,86
Existing Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,36,2,1,1,15618,0,7549,77
Existing Customer,44,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,1,34496,1665,8092,80
Existing Customer,40,F,2,High School,Single,$40K - $60K,Blue,35,2,1,2,2544,1713,8006,88
Existing Customer,42,M,3,Graduate,Married,Less than $40K,Blue,36,2,2,1,6153,974,7434,92
Existing Customer,42,F,4,High School,Married,Less than $40K,Gold,36,2,3,2,15987,1187,7471,88
Existing Customer,61,F,1,High School,Single,Less than $40K,Blue,56,3,2,2,3421,2266,6932,75
Existing Customer,59,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,2,2,11000,1013,7302,86
Existing Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,37,3,3,3,2490,0,8178,91
Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,36,2,2,1,2490,1582,7719,86
Existing Customer,44,F,4,High School,Single,$40K - $60K,Blue,36,3,2,2,2055,0,7674,80
Existing Customer,42,F,1,Post-Graduate,Single,Less than $40K,Blue,28,3,3,0,3453,1010,8108,85
Existing Customer,45,M,4,Uneducated,Single,$80K - $120K,Blue,35,2,2,2,11318,2082,7179,93
Attrited Customer,49,M,2,Graduate,Single,$80K - $120K,Blue,43,2,3,3,2384,1919,3512,50
Existing Customer,47,M,3,Uneducated,Married,$60K - $80K,Blue,36,2,3,1,11919,2347,8257,96
Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,32,2,5,1,2948,968,7834,86
Existing Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,29,3,3,1,12294,2517,7906,87
Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28,2,2,3,13452,2517,7582,69
Existing Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,45,2,2,1,4942,2119,7460,85
Attrited Customer,49,M,1,Graduate,Married,$40K - $60K,Blue,40,6,1,4,14973,0,4517,59
Existing Customer,44,M,4,Uneducated,Single,$80K - $120K,Blue,31,3,2,3,19719,1303,8385,97
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,36,3,3,2,9484,2451,7242,95
Existing Customer,57,F,4,Post-Graduate,Single,Less than $40K,Blue,45,2,2,3,3059,1744,7709,89
Existing Customer,51,M,0,Doctorate,Single,$120K +,Platinum,44,3,2,3,34516,1925,8012,87
Existing Customer,49,M,2,Doctorate,Divorced,$80K - $120K,Blue,36,3,3,1,25178,1803,7836,87
Existing Customer,61,M,1,Graduate,Single,Less than $40K,Blue,54,3,3,1,7169,629,8216,80
Existing Customer,62,M,2,Graduate,Single,$60K - $80K,Blue,56,2,3,2,18224,1383,7728,93
Existing Customer,52,M,2,Graduate,Divorced,$60K - $80K,Blue,34,2,1,1,4813,0,7477,91
Existing Customer,50,F,3,High School,Single,Less than $40K,Silver,38,3,2,2,12569,2167,7344,95
Existing Customer,42,M,4,High School,Married,$60K - $80K,Blue,27,2,3,2,13804,1903,7376,97
Existing Customer,43,F,4,Graduate,Married,Less than $40K,Blue,35,3,3,0,6448,1464,7546,88
Existing Customer,57,M,2,Post-Graduate,Divorced,$60K - $80K,Blue,51,2,3,3,5479,1200,7960,86
Existing Customer,50,F,0,Uneducated,Married,Less than $40K,Blue,42,3,4,2,3749,1594,7990,89
Existing Customer,48,M,4,High School,Single,$120K +,Blue,40,2,3,3,30210,1946,7403,88
Existing Customer,41,M,3,Graduate,Married,$120K +,Blue,36,2,2,1,5807,1143,8000,96
Existing Customer,44,M,3,High School,Married,$60K - $80K,Blue,36,2,2,1,3605,0,6800,78
Existing Customer,51,M,3,Graduate,Married,$80K - $120K,Gold,36,2,1,3,34516,761,7499,88
Existing Customer,47,M,4,Post-Graduate,Married,$80K - $120K,Blue,30,3,3,1,27720,2414,8520,89
Existing Customer,47,F,3,Doctorate,Single,$40K - $60K,Silver,39,3,2,1,18341,1060,7584,85
Existing Customer,38,M,1,High School,Single,$120K +,Blue,30,2,1,1,27712,2130,7399,91
Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,42,3,2,1,8285,1359,7205,84
Existing Customer,41,M,1,Graduate,Married,$80K - $120K,Blue,30,3,3,2,34516,2109,6832,87
Existing Customer,49,F,2,Uneducated,Single,$40K - $60K,Blue,37,2,1,3,7045,1293,7381,98
Existing Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,37,3,3,1,14388,2517,7042,85
Attrited Customer,48,F,4,Post-Graduate,Single,Less than $40K,Blue,38,3,3,3,3874,460,4921,51
Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,24,2,2,2,4752,0,7517,76
Attrited Customer,59,F,1,High School,Single,Less than $40K,Blue,46,2,3,2,7484,1939,4923,56
Existing Customer,42,M,4,Uneducated,Single,$80K - $120K,Silver,36,2,2,1,34516,2253,7836,93
Existing Customer,52,M,3,Graduate,Married,$60K - $80K,Blue,36,3,3,2,18336,2077,7509,84
Existing Customer,39,F,4,Doctorate,Married,Less than $40K,Blue,27,2,1,1,8587,1324,8854,92
Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,30,3,1,0,5494,2142,8328,78
Existing Customer,45,F,2,Graduate,Married,Less than $40K,Blue,31,2,1,2,1946,1183,8423,82
Existing Customer,53,M,3,High School,Single,$60K - $80K,Blue,47,2,1,3,6228,1738,8284,77
Existing Customer,44,F,3,Graduate,Single,Less than $40K,Silver,34,3,3,2,13609,1432,7796,77
Existing Customer,46,M,3,Uneducated,Married,$60K - $80K,Gold,33,3,1,3,34516,713,7750,82
Existing Customer,38,F,3,Graduate,Single,Less than $40K,Gold,31,2,3,2,15987,1766,8195,94
Existing Customer,46,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,2,2,2391,1625,7649,101
Existing Customer,45,M,2,Graduate,Married,$40K - $60K,Blue,36,2,1,3,3735,2113,7059,82
Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,39,3,2,2,2275,2138,7768,83
Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,36,2,3,0,7350,1360,7679,64
Existing Customer,53,M,1,High School,Single,Less than $40K,Blue,36,3,3,3,8979,1289,7422,87
Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,3,1,6674,1402,7468,92
Existing Customer,52,F,2,Post-Graduate,Single,Less than $40K,Blue,34,3,3,3,6265,1677,8162,89
Existing Customer,47,M,0,Graduate,Married,$80K - $120K,Silver,36,3,2,1,34516,1913,7535,92
Existing Customer,47,M,2,Uneducated,Single,$80K - $120K,Blue,36,3,2,2,34516,1264,7827,77
Existing Customer,43,M,2,High School,Single,$60K - $80K,Blue,33,1,2,1,13165,1255,8126,95
Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,44,1,1,3,4737,1649,7802,88
Existing Customer,46,M,2,High School,Single,$40K - $60K,Blue,32,1,2,2,2000,1739,7694,85
Existing Customer,41,M,3,High School,Single,$80K - $120K,Gold,28,2,2,0,34516,2098,6932,87
Existing Customer,51,M,2,Uneducated,Divorced,$80K - $120K,Blue,40,1,2,3,23453,0,7555,96
Existing Customer,44,M,3,High School,Single,$120K +,Silver,36,1,2,2,34516,1106,7936,76
Existing Customer,49,M,4,Uneducated,Married,$60K - $80K,Blue,36,1,2,2,6139,1585,7906,80
Existing Customer,53,F,5,Graduate,Single,$40K - $60K,Blue,41,2,1,3,9815,1699,7962,89
Existing Customer,47,F,2,Doctorate,Married,$40K - $60K,Blue,42,2,3,1,3256,2035,7075,89
Existing Customer,50,M,3,Uneducated,Single,$80K - $120K,Blue,35,1,2,1,19000,2389,7664,74
Existing Customer,44,M,4,Graduate,Single,$120K +,Silver,36,2,2,1,34516,1635,7219,86
Existing Customer,48,M,4,Graduate,Married,$60K - $80K,Blue,37,2,1,1,13197,0,8424,84
Existing Customer,43,M,4,Uneducated,Married,$60K - $80K,Blue,31,1,1,2,23457,2517,7370,96
Existing Customer,41,M,4,Graduate,Single,$80K - $120K,Blue,33,1,1,3,31560,1298,7641,93
Existing Customer,46,F,3,High School,Single,Less than $40K,Blue,36,2,2,3,6218,2517,7689,84
Existing Customer,39,M,3,Uneducated,Single,$80K - $120K,Blue,31,2,2,3,2844,2065,7345,73
Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,49,1,2,3,9678,1710,7682,90
Existing Customer,52,F,2,Post-Graduate,Married,Less than $40K,Blue,40,2,2,1,5207,1121,7153,84
Existing Customer,46,M,4,High School,Divorced,$40K - $60K,Silver,36,2,2,3,15034,1356,7737,84
Existing Customer,44,F,2,Graduate,Divorced,$40K - $60K,Blue,36,1,1,2,3107,1995,7535,87
Existing Customer,52,F,2,High School,Single,$40K - $60K,Blue,39,2,1,1,12214,2379,8426,105
Existing Customer,52,M,4,Graduate,Married,$80K - $120K,Blue,45,2,2,3,23070,1701,8070,81
Existing Customer,50,F,2,Graduate,Single,Less than $40K,Blue,40,1,2,2,2167,988,7199,83
Existing Customer,55,M,3,High School,Single,$80K - $120K,Gold,49,2,1,3,34516,810,7917,95
